,з,<DEL>,Г,и,т,г,к,с,м,п,е,ш,-,ѓ,С,р,в,М,н,о,д,ј,л,Р,r,а,_,К,ђ,И, ,f,2,ц,S,О,ч,ж,Е,б,",",:,х,1,3,5,Ќ,.,Т,7,Б,Х,),ф,З,(,У,у,9,ќ,0,П,Ј,Ш,“,Н,4,В,8,;,!,й,Ц,Д,А,„,џ,Л,"""",|,?,6,њ,Ѓ,Ж,Њ,Џ,Ч,g,e,},/,#,p,a,j,*,”,',%,«,>,=,»,c,o,I,O,H,t,B,C,k,J,i,l,&,љ,T,`,Ф,ћ,G,~,u,y,w,s,M,{,K,V,N,$,F,<,n,+,v,],X,A,U,P,R,h,m,b,я,€,\,d,[
Т,0.0,0.625,0.13541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.010416666666666666,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
У,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ф,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Х,0.09090909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ц,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ч,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ш,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
а,0.009011627906976745,0.7822674418604652,0.00029069767441860465,0.009011627906976745,0.0034883720930232558,0.0037790697674418604,0.0017441860465116279,0.0017441860465116279,0.0008720930232558139,0.0011627906976744186,0.031104651162790698,0.0005813953488372093,0.0014534883720930232,0.0,0.0,0.003197674418604651,0.007848837209302326,0.0005813953488372093,0.0011627906976744186,0.011337209302325582,0.0020348837209302325,0.0005813953488372093,0.002325581395348837,0.0,0.0,0.04854651162790698,0.0,0.0,0.0,0.00029069767441860465,0.019476744186046512,0.0,0.0005813953488372093,0.0,0.0,0.0011627906976744186,0.00029069767441860465,0.00029069767441860465,0.00029069767441860465,0.0020348837209302325,0.0,0.00029069767441860465,0.0,0.0,0.0,0.00029069767441860465,0.0,0.0005813953488372093,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0,0.0,0.00029069767441860465,0.00029069767441860465,0.0020348837209302325,0.0,0.0,0.00029069767441860465,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0011627906976744186,0.0005813953488372093,0.0011627906976744186,0.0005813953488372093,0.0011627906976744186,0.0,0.0005813953488372093,0.00029069767441860465,0.0008720930232558139,0.0,0.0,0.0008720930232558139,0.0,0.0,0.0,0.0,0.0,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0,0.0005813953488372093,0.0,0.00029069767441860465,0.0,0.0,0.03488372093023256,0.00029069767441860465,0.0,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.00029069767441860465,0.0,0.00029069767441860465,0.00029069767441860465,0.0,0.00029069767441860465,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008720930232558139,0.0,0.0,0.0,0.0,0.0,0.0,0.00029069767441860465,0.0,0.0,0.0,0.0
б,0.0,0.8226744186046512,0.0,0.005813953488372093,0.00872093023255814,0.0029069767441860465,0.0,0.011627906976744186,0.0,0.0029069767441860465,0.0029069767441860465,0.0,0.005813953488372093,0.0,0.0,0.0029069767441860465,0.005813953488372093,0.0029069767441860465,0.005813953488372093,0.005813953488372093,0.00872093023255814,0.0029069767441860465,0.00872093023255814,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0029069767441860465,0.00872093023255814,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0377906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.005813953488372093,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.00872093023255814,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
в,0.0779783393501805,0.6534296028880866,0.0021660649819494585,0.011552346570397111,0.005054151624548736,0.010108303249097473,0.0021660649819494585,0.0021660649819494585,0.001444043321299639,0.004332129963898917,0.010830324909747292,0.005054151624548736,0.009386281588447653,0.0,0.0007220216606498195,0.0036101083032490976,0.04837545126353791,0.0,0.005776173285198556,0.006498194945848376,0.006498194945848376,0.0021660649819494585,0.005054151624548736,0.0,0.0,0.022382671480144403,0.0007220216606498195,0.0,0.0,0.0,0.007942238267148015,0.0,0.0007220216606498195,0.0007220216606498195,0.0,0.001444043321299639,0.0,0.001444043321299639,0.0007220216606498195,0.004332129963898917,0.0,0.0,0.001444043321299639,0.0,0.004332129963898917,0.0036101083032490976,0.0,0.0,0.0007220216606498195,0.0,0.0007220216606498195,0.0,0.0007220216606498195,0.0007220216606498195,0.0,0.0,0.0,0.0036101083032490976,0.0,0.0007220216606498195,0.0007220216606498195,0.0,0.0,0.0021660649819494585,0.0,0.0007220216606498195,0.0007220216606498195,0.023104693140794223,0.0021660649819494585,0.0,0.0007220216606498195,0.0,0.0,0.0021660649819494585,0.0,0.0007220216606498195,0.0,0.0,0.0007220216606498195,0.002888086642599278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001444043321299639,0.0007220216606498195,0.0,0.02888086642599278,0.0007220216606498195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
г,0.0006968641114982578,0.31637630662020905,0.03205574912891986,0.004181184668989547,0.519163763066202,0.015331010452961672,0.004878048780487805,0.009059233449477353,0.0006968641114982578,0.004181184668989547,0.005574912891986063,0.0006968641114982578,0.007665505226480836,0.003484320557491289,0.0006968641114982578,0.003484320557491289,0.0013937282229965157,0.0006968641114982578,0.003484320557491289,0.0006968641114982578,0.0013937282229965157,0.0006968641114982578,0.003484320557491289,0.0006968641114982578,0.04250871080139373,0.0020905923344947735,0.0013937282229965157,0.0013937282229965157,0.003484320557491289,0.0006968641114982578,0.004181184668989547,0.0006968641114982578,0.0006968641114982578,0.0013937282229965157,0.0006968641114982578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
д,0.0027247956403269754,0.7029972752043597,0.0018165304268846503,0.0036330608537693005,0.0027247956403269754,0.0009082652134423251,0.010899182561307902,0.0027247956403269754,0.0027247956403269754,0.0027247956403269754,0.004541326067211626,0.0009082652134423251,0.004541326067211626,0.0,0.0,0.008174386920980926,0.0027247956403269754,0.0,0.0036330608537693005,0.005449591280653951,0.053587647593097185,0.0027247956403269754,0.01725703905540418,0.0,0.0,0.007266121707538601,0.0009082652134423251,0.0027247956403269754,0.0,0.0009082652134423251,0.008174386920980926,0.0,0.0,0.0027247956403269754,0.0,0.0,0.0009082652134423251,0.0036330608537693005,0.0009082652134423251,0.0,0.0,0.0009082652134423251,0.0018165304268846503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018165304268846503,0.0,0.0009082652134423251,0.0009082652134423251,0.0009082652134423251,0.0,0.0,0.0018165304268846503,0.0,0.0009082652134423251,0.0009082652134423251,0.0,0.0,0.005449591280653951,0.0,0.0,0.0009082652134423251,0.0009082652134423251,0.0,0.0018165304268846503,0.0009082652134423251,0.0,0.0,0.10172570390554042,0.0018165304268846503,0.0,0.0,0.0009082652134423251,0.0,0.0027247956403269754,0.0,0.0,0.0,0.0,0.0018165304268846503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018165304268846503,0.0,0.0,0.0018165304268846503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009082652134423251,0.0
е,0.0003837298541826554,0.7486569455103607,0.0007674597083653108,0.007674597083653108,0.0061396776669224865,0.0015349194167306216,0.0030698388334612432,0.019953952417498082,0.0,0.0003837298541826554,0.050268610897927855,0.0011511895625479663,0.0015349194167306216,0.0003837298541826554,0.0003837298541826554,0.003837298541826554,0.006907137375287797,0.0003837298541826554,0.0034535686876438986,0.01343054489639294,0.0011511895625479663,0.0011511895625479663,0.0015349194167306216,0.0003837298541826554,0.0,0.00920951650038373,0.0003837298541826554,0.0,0.0,0.0007674597083653108,0.015349194167306216,0.0,0.0,0.0,0.0,0.0007674597083653108,0.0003837298541826554,0.0,0.0023023791250959325,0.0007674597083653108,0.0007674597083653108,0.0,0.0,0.0003837298541826554,0.0003837298541826554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007674597083653108,0.0,0.0,0.0003837298541826554,0.0007674597083653108,0.0,0.0,0.0,0.0003837298541826554,0.0,0.0,0.0,0.0007674597083653108,0.0007674597083653108,0.0,0.0,0.0,0.0007674597083653108,0.0,0.0,0.0,0.0,0.0007674597083653108,0.0,0.0,0.0,0.0,0.0007674597083653108,0.0,0.0,0.0,0.0,0.08557175748273216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003837298541826554,0.0,0.0,0.0,0.0,0.0003837298541826554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003837298541826554,0.0,0.0003837298541826554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007674597083653108,0.0,0.0,0.0
ж,0.006329113924050633,0.6962025316455697,0.0,0.0,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18354430379746836,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
з,0.031578947368421054,0.64,0.0,0.01263157894736842,0.008421052631578947,0.008421052631578947,0.008421052631578947,0.004210526315789474,0.002105263157894737,0.002105263157894737,0.00631578947368421,0.0,0.002105263157894737,0.0,0.002105263157894737,0.004210526315789474,0.037894736842105266,0.0,0.002105263157894737,0.002105263157894737,0.00631578947368421,0.002105263157894737,0.00631578947368421,0.0,0.0,0.10105263157894737,0.0,0.002105263157894737,0.0,0.002105263157894737,0.004210526315789474,0.0,0.0,0.002105263157894737,0.0,0.0,0.002105263157894737,0.002105263157894737,0.002105263157894737,0.0,0.0,0.0,0.002105263157894737,0.0,0.02526315789473684,0.002105263157894737,0.0,0.0,0.002105263157894737,0.0,0.004210526315789474,0.0,0.0,0.0,0.023157894736842106,0.0,0.0,0.00631578947368421,0.0,0.0,0.0,0.0,0.0,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0,0.002105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
и,0.0007886435331230284,0.669558359621451,0.0003943217665615142,0.04652996845425868,0.002365930599369085,0.0003943217665615142,0.026025236593059938,0.002365930599369085,0.031545741324921134,0.002365930599369085,0.008280757097791799,0.0011829652996845426,0.0015772870662460567,0.0,0.002365930599369085,0.0015772870662460567,0.003548895899053628,0.0,0.032334384858044164,0.00749211356466877,0.002365930599369085,0.0003943217665615142,0.002365930599369085,0.0003943217665615142,0.0,0.013012618296529969,0.0007886435331230284,0.0007886435331230284,0.0,0.07965299684542587,0.01971608832807571,0.0,0.0,0.0003943217665615142,0.0,0.0027602523659305996,0.0007886435331230284,0.0011829652996845426,0.0007886435331230284,0.0007886435331230284,0.0003943217665615142,0.0011829652996845426,0.005914826498422713,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0031545741324921135,0.0003943217665615142,0.0003943217665615142,0.0007886435331230284,0.0,0.0,0.002365930599369085,0.0007886435331230284,0.0011829652996845426,0.0003943217665615142,0.0007886435331230284,0.0007886435331230284,0.0007886435331230284,0.0003943217665615142,0.0,0.0,0.0003943217665615142,0.0003943217665615142,0.0,0.0003943217665615142,0.0,0.0007886435331230284,0.0015772870662460567,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0007886435331230284,0.0,0.0003943217665615142,0.0,0.0,0.0007886435331230284,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0007886435331230284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0003943217665615142,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0,0.0027602523659305996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003943217665615142,0.0,0.0,0.0,0.0
й,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
