,б,<DEL>,п,д,н,т,е,о,6,Ш,|,К,и,ј,Е,Њ,с,М,",",а,в,л, ,г,.,ш,м,ђ,р,С,О,Х,Н,ж,_,w,s,к,П,ћ,з,:,p,И,В,Ф,љ,Б,2,;,ч,у,х,"""",Л,Ј,^,-,0,Г,5,1,o,l,?,Д,e,ф,Ч,А,n,Т,y,!,a,#,Ц,>,Ќ,8,Ж,4,(,3,У,я,«,9,ќ,k,',A,њ,H,7,c,u,T,B,*,C,),—,З,Р,ц,ѓ,x,O,&,K,g,€,ё,ѕ,/,“,t,j,P,I,„,џ,%,i,$,\,»,Ѕ,M,‘,<,z,{,E,v,й,~,r,f,m,Ё,J,Џ,R,Ѓ,™,`,],=,G,﻿,•,§,},”,V,L,N,Y,S,Љ,Q,b,F,+,h,Z,U,X,q,d,[,W,ґ,’,®,ѝ,è,–,@,…,Ґ,ѐ,І,·,№,ъ
Д,0.0,0.04280338664158043,0.0,0.0018814675446848542,0.00047036688617121356,0.00047036688617121356,0.0,0.0,0.0,0.0,0.0009407337723424271,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0009407337723424271,0.0,0.0,0.00047036688617121356,0.00047036688617121356,0.00047036688617121356,0.00047036688617121356,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0014111006585136407,0.0,0.0,0.0,0.0,0.0,0.0009407337723424271,0.0,0.0,0.0,0.00047036688617121356,0.0009407337723424271,0.0,0.0,0.0,0.0,0.0014111006585136407,0.0,0.0,0.00047036688617121356,0.0,0.0,0.00047036688617121356,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0,0.0,0.00047036688617121356,0.0,0.00047036688617121356,0.9369708372530574,0.0,0.0,0.0,0.0014111006585136407,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009407337723424271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047036688617121356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Е,0.0,0.04507042253521127,0.00046948356807511736,0.00046948356807511736,0.00046948356807511736,0.0,0.003755868544600939,0.0,0.0,0.0,0.00046948356807511736,0.0009389671361502347,0.00046948356807511736,0.0,0.9394366197183098,0.0,0.0,0.0,0.0,0.0014084507042253522,0.00046948356807511736,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0009389671361502347,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0009389671361502347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948356807511736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ж,0.003676470588235294,0.09926470588235294,0.003676470588235294,0.0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.8676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
З,0.0016849199663016006,0.04717775905644482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016849199663016006,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.002527379949452401,0.0008424599831508003,0.0,0.0016849199663016006,0.0,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.005054759898904802,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.004212299915754001,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.9258635214827295,0.0,0.0008424599831508003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
И,0.0,0.06830513884455792,0.0,0.0006383657835939994,0.0006383657835939994,0.0003191828917969997,0.0006383657835939994,0.0,0.0,0.0003191828917969997,0.0006383657835939994,0.0,0.006064474944142994,0.000957548675390999,0.0006383657835939994,0.0,0.0,0.0015959144589849984,0.0,0.0,0.0,0.0,0.0006383657835939994,0.0,0.0003191828917969997,0.000957548675390999,0.000957548675390999,0.0,0.0006383657835939994,0.0,0.0003191828917969997,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0003191828917969997,0.000957548675390999,0.0,0.0,0.0,0.0,0.9020108522183211,0.0003191828917969997,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0003191828917969997,0.0003191828917969997,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0,0.0,0.0006383657835939994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003191828917969997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
К,0.0,0.06863125242341993,0.0,0.00038774718883288094,0.00038774718883288094,0.0,0.00038774718883288094,0.0007754943776657619,0.0,0.00038774718883288094,0.00038774718883288094,0.9170221015897635,0.0,0.0,0.00038774718883288094,0.0,0.0007754943776657619,0.00038774718883288094,0.0,0.0,0.00038774718883288094,0.0,0.0011632415664986429,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011632415664986429,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0011632415664986429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0007754943776657619,0.0,0.0,0.00038774718883288094,0.00038774718883288094,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.00038774718883288094,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007754943776657619,0.0,0.0,0.0,0.0,0.0,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Л,0.0,0.0754017305315204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0,0.0,0.003708281829419036,0.0,0.0,0.0,0.0,0.004944375772558714,0.002472187886279357,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0,0.9035846724351051,0.0012360939431396785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0012360939431396785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012360939431396785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
М,0.00043572984749455336,0.058823529411764705,0.00130718954248366,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.0,0.00130718954248366,0.0,0.0008714596949891067,0.0,0.0,0.9224400871459695,0.0,0.0008714596949891067,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0030501089324618735,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0008714596949891067,0.0,0.0,0.0008714596949891067,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0008714596949891067,0.00043572984749455336,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043572984749455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Н,0.0,0.051111111111111114,0.0004938271604938272,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0002469135802469136,0.0007407407407407407,0.0,0.0,0.0002469135802469136,0.0,0.0007407407407407407,0.0,0.0004938271604938272,0.0,0.0002469135802469136,0.0,0.0,0.0004938271604938272,0.0004938271604938272,0.0,0.931358024691358,0.0,0.0,0.0,0.0,0.0,0.0007407407407407407,0.0,0.0002469135802469136,0.0,0.0,0.0024691358024691358,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0,0.0007407407407407407,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0004938271604938272,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019753086419753087,0.0,0.0,0.0,0.0,0.0,0.0,0.0004938271604938272,0.0,0.0,0.0002469135802469136,0.0,0.0004938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
О,0.0003650967506389193,0.05878057685286601,0.0,0.0003650967506389193,0.0,0.0,0.0003650967506389193,0.0018254837531945967,0.0,0.0,0.0003650967506389193,0.0,0.0014603870025556773,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0007301935012778386,0.0007301935012778386,0.0,0.0003650967506389193,0.001095290251916758,0.0,0.0,0.0,0.0007301935012778386,0.0,0.0003650967506389193,0.0,0.9244249726177437,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0007301935012778386,0.0007301935012778386,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018254837531945967,0.0,0.0007301935012778386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003650967506389193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
П,0.0002911208151382824,0.056768558951965066,0.001455604075691412,0.0,0.0002911208151382824,0.0002911208151382824,0.0005822416302765648,0.0011644832605531296,0.0002911208151382824,0.0002911208151382824,0.001455604075691412,0.0002911208151382824,0.0002911208151382824,0.0005822416302765648,0.0,0.0,0.0008733624454148472,0.0005822416302765648,0.0,0.0005822416302765648,0.0005822416302765648,0.0002911208151382824,0.0011644832605531296,0.0,0.0002911208151382824,0.0,0.0002911208151382824,0.0,0.0,0.0005822416302765648,0.0,0.0,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.9114992721979621,0.0,0.0002911208151382824,0.0,0.0,0.0011644832605531296,0.0,0.0002911208151382824,0.0,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0,0.0011644832605531296,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0008733624454148472,0.0,0.0,0.0,0.0002911208151382824,0.0,0.0,0.0002911208151382824,0.0005822416302765648,0.0,0.0008733624454148472,0.0,0.0,0.0,0.0002911208151382824,0.0069868995633187774,0.0,0.0,0.0,0.0,0.0,0.0005822416302765648,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002911208151382824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034934497816593887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Р,0.0,0.061239731142643763,0.0,0.0007468259895444362,0.0007468259895444362,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0014936519790888724,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0014936519790888724,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0007468259895444362,0.0,0.0014936519790888724,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223300970873787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
С,0.0004886391399951136,0.08722208648912778,0.0004886391399951136,0.0002443195699975568,0.0002443195699975568,0.0004886391399951136,0.0004886391399951136,0.0004886391399951136,0.0,0.0,0.0004886391399951136,0.0004886391399951136,0.0004886391399951136,0.0002443195699975568,0.0002443195699975568,0.0,0.001221597849987784,0.0,0.0,0.0009772782799902272,0.0002443195699975568,0.0,0.0007329587099926704,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0,0.8915221109210848,0.0002443195699975568,0.0,0.0002443195699975568,0.0002443195699975568,0.0,0.0,0.0,0.0002443195699975568,0.0002443195699975568,0.0,0.0,0.0002443195699975568,0.0,0.0009772782799902272,0.0002443195699975568,0.0004886391399951136,0.0,0.0007329587099926704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004886391399951136,0.0,0.0,0.0002443195699975568,0.0,0.0,0.0004886391399951136,0.0,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031761544099682387,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007329587099926704,0.0,0.0,0.0,0.0,0.0,0.0014659174199853407,0.0,0.0,0.0004886391399951136,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0002443195699975568,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002443195699975568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Т,0.00031289111389236547,0.04693366708385482,0.0,0.0,0.00031289111389236547,0.00031289111389236547,0.00031289111389236547,0.0,0.00031289111389236547,0.00031289111389236547,0.0006257822277847309,0.0,0.00031289111389236547,0.0,0.0,0.0,0.00031289111389236547,0.0,0.0,0.00031289111389236547,0.0006257822277847309,0.00031289111389236547,0.0006257822277847309,0.0,0.0,0.00031289111389236547,0.0,0.0,0.0,0.00031289111389236547,0.0,0.0,0.00031289111389236547,0.0,0.0,0.0,0.0,0.0,0.0006257822277847309,0.0,0.00031289111389236547,0.0006257822277847309,0.0,0.0,0.00031289111389236547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031289111389236547,0.0,0.0006257822277847309,0.0,0.0,0.0,0.0050062578222778474,0.0,0.00031289111389236547,0.0,0.0,0.0,0.00031289111389236547,0.00031289111389236547,0.0,0.0,0.00031289111389236547,0.0,0.9342928660826032,0.0,0.0,0.0,0.00031289111389236547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031289111389236547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031289111389236547,0.0,0.00031289111389236547,0.0,0.0009386733416770963,0.00031289111389236547,0.0,0.0,0.0,0.00031289111389236547,0.00031289111389236547,0.00031289111389236547,0.00031289111389236547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
