,Ч,<DEL>,1,Ш,.,н,ц,„,Ц,И,М,ј,В,Н,м,"""", ,3,“,Д,#,E,H,С,О,C,в,П,п,з,Т,с,З,а,Ф,6,д,ч,р,о,е,к,!,0,и,|,Е,г,9,т,у,л,-,ш,б,ф,",",Р,Ѕ,ќ,7,g,2,o,O,Х,;,Г,К,',i,u,p,k,B,s,ж,e,5,_,?,M,a,:,),I,^,А,‘,<,њ,х,ѓ,Ѓ,4,8,Ј,џ,Ќ,Њ,У,Џ,(,Ж,Б,Л,=,J,P,G,/,﻿,*,»,$,«,•,§,},j,”,%,>,й,R,A,T,c,ђ,r,t,&,K,ћ,љ,l,y,x,V,L,N,Y,S,`,f,Љ,~,],w,v,\,n,Q,b,{,€,F,+,h,Z,z,U,X,q,m,d,[,W,ґ,—,’,ё,ѕ,я,™,Ё,®
з,0.0,0.7341442224152911,0.0,0.0034752389226759338,0.0,0.009556907037358819,0.0017376194613379669,0.0,0.0,0.0,0.0008688097306689834,0.0017376194613379669,0.0008688097306689834,0.0008688097306689834,0.004344048653344918,0.0,0.018245004344048653,0.009556907037358819,0.0008688097306689834,0.0008688097306689834,0.0,0.0,0.0008688097306689834,0.0008688097306689834,0.0,0.0,0.021720243266724587,0.0008688097306689834,0.0026064291920069507,0.016507384882710686,0.0008688097306689834,0.005212858384013901,0.013900955690703735,0.04865334491746308,0.0,0.0008688097306689834,0.006081668114682885,0.0017376194613379669,0.008688097306689836,0.006081668114682885,0.010425716768027803,0.006081668114682885,0.0,0.0,0.009556907037358819,0.0,0.0008688097306689834,0.0034752389226759338,0.0,0.011294526498696786,0.0034752389226759338,0.0026064291920069507,0.0034752389226759338,0.0017376194613379669,0.0034752389226759338,0.0008688097306689834,0.0017376194613379669,0.0,0.0,0.0,0.0,0.0,0.0008688097306689834,0.0,0.0,0.0,0.0008688097306689834,0.0,0.0017376194613379669,0.0,0.0,0.0,0.0,0.0,0.0,0.0034752389226759338,0.0008688097306689834,0.0008688097306689834,0.0008688097306689834,0.0,0.0,0.0,0.0,0.0008688097306689834,0.0,0.0,0.0008688097306689834,0.0,0.0,0.0,0.0,0.0008688097306689834,0.0017376194613379669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017376194613379669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008688097306689834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017376194613379669,0.0,0.0,0.0,0.0
и,0.00016485328058028355,0.7352456313880646,0.00016485328058028355,0.0011539729640619848,0.00016485328058028355,0.03214638971315529,0.0003297065611605671,0.0,0.0,0.02274975272007913,0.0,0.001813386086383119,0.0004945598417408506,0.0016485328058028356,0.020276953511374877,0.00016485328058028355,0.025881965051104516,0.0,0.0003297065611605671,0.0,0.00016485328058028355,0.0,0.0003297065611605671,0.0008242664029014178,0.0004945598417408506,0.0,0.006099571381470491,0.00016485328058028355,0.003626772172766238,0.0019782393669634025,0.00016485328058028355,0.006099571381470491,0.0,0.016979887899769206,0.0,0.0003297065611605671,0.0037916254533465216,0.0008242664029014178,0.004780745136828223,0.012363996043521267,0.01483679525222552,0.014671941971645236,0.0003297065611605671,0.0004945598417408506,0.028189910979228485,0.0006594131223211342,0.0003297065611605671,0.0023079459281239697,0.00016485328058028355,0.00741839762611276,0.003297065611605671,0.003626772172766238,0.0013188262446422684,0.004451038575667656,0.0013188262446422684,0.0,0.0009891196834817012,0.0003297065611605671,0.0,0.00016485328058028355,0.0,0.0,0.0008242664029014178,0.0003297065611605671,0.0,0.0,0.0009891196834817012,0.0,0.0004945598417408506,0.00016485328058028355,0.0,0.0011539729640619848,0.0,0.0,0.0,0.0,0.0009891196834817012,0.00016485328058028355,0.00016485328058028355,0.0003297065611605671,0.0,0.0,0.0003297065611605671,0.0003297065611605671,0.0,0.0,0.0,0.00016485328058028355,0.0,0.0,0.0003297065611605671,0.002472799208704253,0.00016485328058028355,0.0,0.0003297065611605671,0.0003297065611605671,0.0,0.0004945598417408506,0.00016485328058028355,0.0,0.0,0.0,0.0,0.00016485328058028355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003297065611605671,0.0,0.00016485328058028355,0.0,0.0,0.0,0.0,0.00016485328058028355,0.0,0.0,0.0,0.0,0.0,0.0,0.00016485328058028355,0.0004945598417408506,0.0,0.0,0.0,0.0003297065611605671,0.0,0.0,0.00016485328058028355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016485328058028355,0.00016485328058028355,0.0,0.00016485328058028355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016485328058028355,0.0,0.0,0.0
й,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
к,0.0,0.7664917541229386,0.0003748125937031484,0.0003748125937031484,0.0,0.010119940029985007,0.0011244377811094452,0.0003748125937031484,0.0,0.0,0.0003748125937031484,0.0022488755622188904,0.0003748125937031484,0.0003748125937031484,0.0018740629685157421,0.0,0.0239880059970015,0.0,0.0,0.0007496251874062968,0.0007496251874062968,0.0,0.0,0.0,0.0011244377811094452,0.0,0.004122938530734633,0.0003748125937031484,0.003373313343328336,0.0018740629685157421,0.0003748125937031484,0.00712143928035982,0.0003748125937031484,0.018365817091454274,0.0,0.0003748125937031484,0.005247376311844078,0.0018740629685157421,0.005997001499250375,0.008995502248875561,0.01461769115442279,0.03110944527736132,0.0,0.0,0.010494752623688156,0.0011244377811094452,0.0,0.0011244377811094452,0.0,0.00712143928035982,0.002623688155922039,0.002623688155922039,0.0022488755622188904,0.0014992503748125937,0.0022488755622188904,0.0,0.002623688155922039,0.0007496251874062968,0.0,0.002623688155922039,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0007496251874062968,0.0014992503748125937,0.005997001499250375,0.0,0.0003748125937031484,0.0,0.0,0.003373313343328336,0.0003748125937031484,0.0,0.0029985007496251873,0.0,0.0,0.0,0.0011244377811094452,0.0,0.0003748125937031484,0.0007496251874062968,0.0,0.0003748125937031484,0.0,0.0003748125937031484,0.0,0.0,0.0,0.013118440779610194,0.0003748125937031484,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0029985007496251873,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0,0.0007496251874062968,0.0,0.0,0.0003748125937031484,0.0,0.0,0.0,0.0029985007496251873,0.0003748125937031484,0.0007496251874062968,0.0,0.0,0.0,0.0,0.0,0.0,0.0011244377811094452,0.0,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0,0.0,0.0018740629685157421,0.0022488755622188904,0.0,0.0,0.0003748125937031484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003748125937031484,0.0003748125937031484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
л,0.00045475216007276033,0.7430650295588904,0.00045475216007276033,0.0009095043201455207,0.0,0.010914051841746248,0.0,0.0,0.00045475216007276033,0.0,0.00045475216007276033,0.002273760800363802,0.00045475216007276033,0.0009095043201455207,0.0050022737608003635,0.00045475216007276033,0.020918599363346977,0.0,0.0,0.0009095043201455207,0.00045475216007276033,0.0,0.0,0.00045475216007276033,0.0009095043201455207,0.0,0.005457025920873124,0.00045475216007276033,0.02819463392451114,0.004547521600727604,0.00045475216007276033,0.006366530241018645,0.0,0.02819463392451114,0.0,0.00045475216007276033,0.031832651205093224,0.0009095043201455207,0.005911778080945885,0.01409731696225557,0.009095043201455207,0.006366530241018645,0.00045475216007276033,0.00045475216007276033,0.007730786721236926,0.0009095043201455207,0.0,0.00045475216007276033,0.0,0.006366530241018645,0.0031832651205093224,0.018190086402910415,0.0031832651205093224,0.0009095043201455207,0.0018190086402910413,0.0009095043201455207,0.0009095043201455207,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.00045475216007276033,0.0,0.0,0.0009095043201455207,0.00045475216007276033,0.00045475216007276033,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0036380172805820826,0.0009095043201455207,0.00045475216007276033,0.0,0.00045475216007276033,0.0,0.00045475216007276033,0.0,0.0,0.0,0.00045475216007276033,0.00045475216007276033,0.0,0.0,0.0,0.0018190086402910413,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008640291041382447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
м,0.0,0.756634952428643,0.0,0.0025037556334501754,0.0,0.012018027040560842,0.00100150225338007,0.0,0.0,0.000500751126690035,0.00801201802704056,0.00200300450676014,0.0,0.000500751126690035,0.02904356534802203,0.000500751126690035,0.018527791687531298,0.0,0.0,0.000500751126690035,0.00100150225338007,0.0,0.0,0.00100150225338007,0.0,0.0,0.006509764646970456,0.0,0.00200300450676014,0.007010515773660491,0.0,0.007010515773660491,0.0,0.017526289434151226,0.0,0.0,0.004506760140210316,0.000500751126690035,0.005508262393590386,0.010015022533800702,0.010515773660490736,0.009514271407110666,0.00200300450676014,0.0,0.02954431647471207,0.0,0.000500751126690035,0.0030045067601402104,0.0,0.011517275913870806,0.0015022533800701052,0.0025037556334501754,0.005007511266900351,0.006009013520280421,0.0015022533800701052,0.000500751126690035,0.00100150225338007,0.0,0.0,0.0,0.0,0.0,0.0,0.000500751126690035,0.000500751126690035,0.0,0.000500751126690035,0.000500751126690035,0.0,0.0,0.0,0.0,0.0,0.0,0.000500751126690035,0.0,0.013019529293940912,0.000500751126690035,0.0,0.000500751126690035,0.0,0.0,0.0,0.00100150225338007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100150225338007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500751126690035,0.00100150225338007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500751126690035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500751126690035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
н,0.0,0.6870385561936013,0.0006152584085315833,0.002461033634126333,0.00020508613617719443,0.025225594749794914,0.003281378178835111,0.00020508613617719443,0.0,0.0006152584085315833,0.001025430680885972,0.0018457752255947497,0.0,0.008613617719442166,0.036505332239540604,0.00020508613617719443,0.01866283839212469,0.00020508613617719443,0.0,0.00041017227235438887,0.00020508613617719443,0.0,0.001025430680885972,0.00020508613617719443,0.0006152584085315833,0.00020508613617719443,0.010459392945036915,0.00020508613617719443,0.012715340442986054,0.003281378178835111,0.00041017227235438887,0.0047169811320754715,0.00020508613617719443,0.015996718621821164,0.0,0.0,0.004922067268252666,0.002050861361771944,0.005537325676784249,0.011894995898277276,0.013535684987694831,0.018867924528301886,0.0,0.0,0.04368334700574241,0.0008203445447087777,0.00020508613617719443,0.0026661197703035273,0.0,0.007793273174733388,0.003281378178835111,0.008408531583264971,0.004511894995898278,0.010459392945036915,0.002050861361771944,0.00020508613617719443,0.0008203445447087777,0.00041017227235438887,0.0,0.001025430680885972,0.0,0.0,0.0,0.00041017227235438887,0.0,0.00020508613617719443,0.00041017227235438887,0.00020508613617719443,0.001025430680885972,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.00881870385561936,0.00020508613617719443,0.0,0.00020508613617719443,0.00041017227235438887,0.0,0.00020508613617719443,0.00020508613617719443,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.00020508613617719443,0.002461033634126333,0.0,0.0,0.0,0.00020508613617719443,0.00041017227235438887,0.00020508613617719443,0.00020508613617719443,0.0,0.00020508613617719443,0.0,0.0,0.00041017227235438887,0.00041017227235438887,0.0,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.00020508613617719443,0.00020508613617719443,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041017227235438887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020508613617719443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
о,0.0001374003847210772,0.754465512503435,0.0009618026930475406,0.0002748007694421544,0.0001374003847210772,0.007694421544380325,0.0005496015388843089,0.0,0.0,0.0006870019236053861,0.0006870019236053861,0.001786205001374004,0.00041220115416323167,0.0002748007694421544,0.0028854080791426216,0.0,0.029403682330310526,0.0,0.0001374003847210772,0.0005496015388843089,0.0001374003847210772,0.0,0.0,0.0002748007694421544,0.021846661170651278,0.0,0.004259411926353394,0.0001374003847210772,0.003022808463863699,0.0027480076944215444,0.0001374003847210772,0.008931025006870019,0.0002748007694421544,0.017449848859576806,0.0002748007694421544,0.0002748007694421544,0.003984611156911239,0.0006870019236053861,0.007694421544380325,0.036273701566364384,0.014701841165155263,0.004122011541632316,0.0002748007694421544,0.010167628469359714,0.010442429238801869,0.0001374003847210772,0.0002748007694421544,0.001786205001374004,0.0005496015388843089,0.008106622698543555,0.0027480076944215444,0.0028854080791426216,0.0010992030777686177,0.001786205001374004,0.001786205001374004,0.0001374003847210772,0.0015114042319318494,0.0001374003847210772,0.0001374003847210772,0.0002748007694421544,0.0001374003847210772,0.0001374003847210772,0.0006870019236053861,0.012503435009618027,0.008656224237427864,0.0001374003847210772,0.0005496015388843089,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0002748007694421544,0.0002748007694421544,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.00041220115416323167,0.0008244023083264633,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.00041220115416323167,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0001374003847210772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
п,0.0,0.7046436285097192,0.0010799136069114472,0.004859611231101512,0.0,0.009719222462203024,0.014038876889848811,0.0,0.0,0.0,0.0,0.003779697624190065,0.0,0.0,0.005399568034557235,0.0,0.021058315334773217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005399568034557236,0.0,0.008099352051835854,0.014578833693304536,0.02267818574514039,0.004859611231101512,0.0005399568034557236,0.0064794816414686825,0.0,0.01511879049676026,0.0,0.0,0.01511879049676026,0.0016198704103671706,0.0091792656587473,0.01079913606911447,0.01079913606911447,0.003779697624190065,0.0,0.0010799136069114472,0.018898488120950324,0.0016198704103671706,0.0016198704103671706,0.00755939524838013,0.0,0.012419006479481642,0.0032397408207343412,0.03185745140388769,0.004319654427645789,0.005939524838012959,0.0021598272138228943,0.0,0.0016198704103671706,0.0005399568034557236,0.0,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0,0.0,0.0010799136069114472,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0,0.0,0.0,0.0,0.0010799136069114472,0.0005399568034557236,0.0016198704103671706,0.0,0.0,0.0,0.0,0.0016198704103671706,0.0,0.0,0.0005399568034557236,0.0016198704103671706,0.0,0.0,0.0016198704103671706,0.0,0.0,0.0,0.0,0.0010799136069114472,0.0,0.0010799136069114472,0.0,0.0,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0005399568034557236,0.0016198704103671706,0.0,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005399568034557236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
р,0.0,0.8198607326672722,0.0006055101422948834,0.0009082652134423251,0.0,0.006357856494096276,0.0006055101422948834,0.0,0.0,0.0006055101422948834,0.0003027550711474417,0.0024220405691795337,0.0003027550711474417,0.0003027550711474417,0.003330305782621859,0.0,0.022101120193763247,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0006055101422948834,0.0,0.004541326067211626,0.0006055101422948834,0.004238570996064184,0.0015137753557372085,0.0003027550711474417,0.004844081138359067,0.0,0.014229488343929762,0.0,0.0,0.0051468362095065095,0.0003027550711474417,0.022706630336058128,0.01241295791704511,0.011201937632455344,0.003330305782621859,0.0003027550711474417,0.0003027550711474417,0.005752346351801393,0.0,0.0003027550711474417,0.003935815924916743,0.0006055101422948834,0.009385407205570693,0.003027550711474417,0.003027550711474417,0.0036330608537693005,0.0018165304268846503,0.0012110202845897668,0.0006055101422948834,0.0018165304268846503,0.005752346351801393,0.0,0.0,0.0,0.0,0.0009082652134423251,0.0006055101422948834,0.0006055101422948834,0.0,0.0012110202845897668,0.0006055101422948834,0.0003027550711474417,0.0,0.0003027550711474417,0.0,0.0006055101422948834,0.0,0.0,0.0,0.0009082652134423251,0.0015137753557372085,0.0,0.0003027550711474417,0.0003027550711474417,0.0,0.0009082652134423251,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0,0.0003027550711474417,0.0006055101422948834,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0006055101422948834,0.0003027550711474417,0.0,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0003027550711474417,0.0003027550711474417,0.0,0.0,0.0,0.0006055101422948834,0.0,0.0,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003027550711474417,0.0003027550711474417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
с,0.0,0.7303576887801896,0.0,0.0006114338122898196,0.0,0.008865790278202385,0.001528584530724549,0.0,0.0,0.0,0.0003057169061449098,0.0021400183430143687,0.0009171507184347294,0.0009171507184347294,0.0018343014368694588,0.0,0.019565881993274227,0.0,0.0006114338122898196,0.0,0.0003057169061449098,0.0003057169061449098,0.0,0.008865790278202385,0.0018343014368694588,0.0027514521553041885,0.005808621216753286,0.0003057169061449098,0.003362885967594008,0.003057169061449098,0.0,0.03332314276979517,0.0006114338122898196,0.011005808621216754,0.0003057169061449098,0.0,0.006114338122898196,0.0003057169061449098,0.0064200550290431065,0.019260165087129317,0.022928767960868235,0.005808621216753286,0.0,0.0006114338122898196,0.009477224090492203,0.0003057169061449098,0.0,0.003362885967594008,0.0,0.010700091715071844,0.0012228676245796392,0.0036686028737389176,0.003362885967594008,0.0024457352491592784,0.003057169061449098,0.0003057169061449098,0.001528584530724549,0.0,0.0,0.0006114338122898196,0.0,0.0,0.0003057169061449098,0.0,0.0006114338122898196,0.0,0.001528584530724549,0.0003057169061449098,0.001528584530724549,0.0,0.0,0.0006114338122898196,0.0003057169061449098,0.0,0.0,0.0,0.001528584530724549,0.0012228676245796392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003057169061449098,0.0,0.0,0.0003057169061449098,0.0,0.0,0.0003057169061449098,0.0,0.0003057169061449098,0.0,0.0,0.0,0.0003057169061449098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006114338122898196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047997554264750844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003057169061449098,0.0003057169061449098,0.0,0.0,0.0,0.0,0.0003057169061449098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
т,0.0002098635886673662,0.7691500524658972,0.0,0.0008394543546694648,0.0,0.009233997901364113,0.0006295907660020986,0.0006295907660020986,0.0,0.0004197271773347324,0.0004197271773347324,0.00440713536201469,0.0002098635886673662,0.0002098635886673662,0.002938090241343127,0.0002098635886673662,0.022875131164742917,0.0004197271773347324,0.0,0.0,0.0002098635886673662,0.0,0.0002098635886673662,0.0002098635886673662,0.001049317943336831,0.0,0.0035676810073452256,0.0002098635886673662,0.005246589716684155,0.002308499475341028,0.010283315844700944,0.007135362014690451,0.0006295907660020986,0.015949632738719834,0.0,0.0002098635886673662,0.005036726128016789,0.0016789087093389296,0.01112277019937041,0.01049317943336831,0.010912906610703044,0.00608604407135362,0.0004197271773347324,0.0002098635886673662,0.01112277019937041,0.0002098635886673662,0.0006295907660020986,0.011962224554039873,0.0002098635886673662,0.03504721930745016,0.001888772298006296,0.005456453305351522,0.0062959076600209865,0.004197271773347324,0.002308499475341028,0.0002098635886673662,0.001049317943336831,0.0002098635886673662,0.0,0.0006295907660020986,0.0002098635886673662,0.0002098635886673662,0.0006295907660020986,0.0004197271773347324,0.0,0.0,0.0014690451206715634,0.0,0.0002098635886673662,0.0,0.0,0.0008394543546694648,0.0,0.0,0.0002098635886673662,0.0,0.0,0.0006295907660020986,0.0004197271773347324,0.0,0.0,0.0,0.0002098635886673662,0.0006295907660020986,0.0002098635886673662,0.0,0.0,0.0,0.0,0.0,0.0006295907660020986,0.0002098635886673662,0.0002098635886673662,0.0,0.0004197271773347324,0.0,0.0,0.0,0.0002098635886673662,0.0004197271773347324,0.0002098635886673662,0.0,0.0004197271773347324,0.0002098635886673662,0.0002098635886673662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002098635886673662,0.0,0.0002098635886673662,0.0,0.0,0.0,0.0,0.001049317943336831,0.0006295907660020986,0.0,0.0,0.0002098635886673662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002098635886673662,0.0004197271773347324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002098635886673662,0.0,0.0
